kernel,compressor,file,result,bytes,execution_time_ms,compression_ratio
decompression,BitcompSparse,Telco-FREE_MINS_P3,1,512000000,8.206272,6.894582
decompression,LZ4,Telco-FREE_MINS_P3,1,512000000,7.485152,7.364476
decompression,zstd,Telco-FREE_MINS_P3,1,512000000,22.946913,13.419736
decompression,Deflate,Telco-FREE_MINS_P3,1,512000000,68.741699,5.28046
decompression,GDeflate,Telco-FREE_MINS_P3,1,512000000,17.391392,5.195646
decompression,Snappy,Telco-FREE_MINS_P3,1,512000000,9.511776,7.283521
decompression,ALP,Telco-TOTAL_OUTGOING_MIN_P2,0,512000000,1.4272,5.307676
decompression,GALP,Telco-TOTAL_OUTGOING_MIN_P2,0,512000000,1.1344,4.901207
decompression,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,8.739392,4.477543
decompression,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,8.196576,4.360974
decompression,LZ4,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,7.725056,4.321533
decompression,zstd,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,22.342752,5.863717
decompression,Deflate,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,69.295967,3.485548
decompression,GDeflate,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,17.788416,3.4484
decompression,Snappy,Telco-TOTAL_OUTGOING_MIN_P2,1,512000000,6.983296,4.133682
decompression,ALP,MedPayment1-line_srvc_cnt,0,512000000,1.280416,8.520626
decompression,GALP,MedPayment1-line_srvc_cnt,0,512000000,1.050944,7.519517
decompression,Bitcomp,MedPayment1-line_srvc_cnt,1,512000000,9.165248,3.302174
decompression,BitcompSparse,MedPayment1-line_srvc_cnt,1,512000000,8.370432,3.304191
decompression,LZ4,MedPayment1-line_srvc_cnt,1,512000000,9.89728,4.363006
decompression,zstd,MedPayment1-line_srvc_cnt,1,512000000,24.777184,7.867852
decompression,Deflate,MedPayment1-line_srvc_cnt,1,512000000,68.356514,4.322143
decompression,GDeflate,MedPayment1-line_srvc_cnt,1,512000000,17.338144,4.265453
decompression,Snappy,MedPayment1-line_srvc_cnt,1,512000000,12.962848,4.668074
decompression,ALP,CommonGovernment-baseandexercisedoptionsvalue,0,512000000,1.977792,2.851458
decompression,GALP,CommonGovernment-baseandexercisedoptionsvalue,0,512000000,1.680608,2.729833
decompression,Bitcomp,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,8.9376,3.214931
decompression,BitcompSparse,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,8.427264,3.21732
decompression,LZ4,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,6.430016,3.566951
decompression,zstd,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,24.092159,4.402252
decompression,Deflate,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,67.67453,3.008961
decompression,GDeflate,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,17.587681,2.981353
decompression,Snappy,CommonGovernment-baseandexercisedoptionsvalue,1,512000000,8.633248,3.31944
decompression_query,Thrust,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,6.939712,1.0
decompression_query,ALP,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,1.104192,4.246369
decompression_query,GALP,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,0.457248,3.982155
decompression_query,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,9.640416,3.86282
decompression_query,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,9.868672,3.781389
decompression_query,LZ4,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,8.062624,3.892828
decompression_query,zstd,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,22.961952,4.77454
decompression_query,Deflate,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,69.851456,3.181438
decompression_query,GDeflate,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,19.921951,3.150473
decompression_query,Snappy,Telco-TOTAL_OUTGOING_MIN_P6,0,512000000,7.240384,3.536809
decompression_query,Thrust,Telco-FREE_MINS_P1,0,512000000,6.789856,1.0
decompression_query,ALP,Telco-FREE_MINS_P1,0,512000000,1.058976,5.79858
decompression_query,GALP,Telco-FREE_MINS_P1,0,512000000,0.445792,5.316858
decompression_query,Bitcomp,Telco-FREE_MINS_P1,0,512000000,9.55728,4.498914
decompression_query,BitcompSparse,Telco-FREE_MINS_P1,0,512000000,9.670784,4.896955
decompression_query,LZ4,Telco-FREE_MINS_P1,0,512000000,8.68752,5.519195
decompression_query,zstd,Telco-FREE_MINS_P1,0,512000000,25.696833,8.613397
decompression_query,Deflate,Telco-FREE_MINS_P1,0,512000000,70.599457,4.32312
decompression_query,GDeflate,Telco-FREE_MINS_P1,0,512000000,19.686785,4.266103
decompression_query,Snappy,Telco-FREE_MINS_P1,0,512000000,11.568992,5.390265
decompression_query,Thrust,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,7.270336,1.0
decompression_query,ALP,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,0.458496,8.353269
decompression_query,GALP,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,0.374784,7.388874
decompression_query,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,9.761952,4.08833
decompression_query,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,9.832128,3.993329
decompression_query,LZ4,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,8.611456,5.102843
decompression_query,zstd,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,22.071775,7.903713
decompression_query,Deflate,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,69.822113,4.290808
decompression_query,GDeflate,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,19.622463,4.234711
decompression_query,Snappy,Telco-RECHRG_TOTAL_LOAD_P6,0,512000000,13.765728,4.500533
decompression_query,Thrust,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,6.849664,1.0
decompression_query,ALP,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,0.437568,9.693172
decompression_query,GALP,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,0.370208,8.418189
decompression_query,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,9.753792,4.94111
decompression_query,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,9.57248,4.813243
decompression_query,LZ4,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,8.571264,6.200645
decompression_query,zstd,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,21.438175,10.360305
decompression_query,Deflate,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,68.09565,4.836367
decompression_query,GDeflate,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,19.806656,4.765295
decompression_query,Snappy,Telco-RECHRG_TOTAL_LOAD_P2,0,512000000,12.167872,5.612308
decompression_query,Thrust,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,6.822688,1.0
decompression_query,ALP,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,1.329984,3.593552
decompression_query,GALP,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,0.498784,3.402504
decompression_query,Bitcomp,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,9.876608,3.791556
decompression_query,BitcompSparse,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,9.786752,3.274642
decompression_query,LZ4,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,7.63648,4.976034
decompression_query,zstd,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,24.963104,7.192866
decompression_query,Deflate,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,69.504929,2.933231
decompression_query,GDeflate,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,19.544737,2.906965
decompression_query,Snappy,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,10.993344,4.817639
decompression_query,Thrust,Physicians-line_srvc_cnt,0,512000000,7.262624,1.0
decompression_query,ALP,Physicians-line_srvc_cnt,0,512000000,0.495168,8.532087
decompression_query,GALP,Physicians-line_srvc_cnt,0,512000000,0.378816,7.528441
decompression_query,Bitcomp,Physicians-line_srvc_cnt,0,512000000,9.9328,3.302165
decompression_query,BitcompSparse,Physicians-line_srvc_cnt,0,512000000,9.83392,3.304149
decompression_query,LZ4,Physicians-line_srvc_cnt,0,512000000,9.595872,4.36244
decompression_query,zstd,Physicians-line_srvc_cnt,0,512000000,25.201441,7.867104
decompression_query,Deflate,Physicians-line_srvc_cnt,0,512000000,69.032188,4.321928
decompression_query,GDeflate,Physicians-line_srvc_cnt,0,512000000,19.520609,4.265215
decompression_query,Snappy,Physicians-line_srvc_cnt,0,512000000,13.846496,4.667782
decompression_query,Thrust,Telco-ONNET_MINS_P1,0,512000000,6.935232,1.0
decompression_query,ALP,Telco-ONNET_MINS_P1,0,512000000,0.92864,5.401012
decompression_query,GALP,Telco-ONNET_MINS_P1,0,512000000,0.484448,4.980688
decompression_query,Bitcomp,Telco-ONNET_MINS_P1,0,512000000,9.656416,4.279212
decompression_query,BitcompSparse,Telco-ONNET_MINS_P1,0,512000000,9.592992,4.213522
decompression_query,LZ4,Telco-ONNET_MINS_P1,0,512000000,8.445632,4.471237
decompression_query,zstd,Telco-ONNET_MINS_P1,0,512000000,24.743393,6.250555
decompression_query,Deflate,Telco-ONNET_MINS_P1,0,512000000,70.199966,3.578456
decompression_query,GDeflate,Telco-ONNET_MINS_P1,0,512000000,17.82144,3.539312
decompression_query,Snappy,Telco-ONNET_MINS_P1,0,512000000,9.85424,4.236544
decompression_query,Thrust,Telco-TOTAL_MINS_P3,0,512000000,6.823456,1.0
decompression_query,ALP,Telco-TOTAL_MINS_P3,0,512000000,0.805344,6.391905
decompression_query,GALP,Telco-TOTAL_MINS_P3,0,512000000,0.420352,5.811491
decompression_query,Bitcomp,Telco-TOTAL_MINS_P3,0,512000000,9.859296,4.92684
decompression_query,BitcompSparse,Telco-TOTAL_MINS_P3,0,512000000,9.558944,4.914658
decompression_query,LZ4,Telco-TOTAL_MINS_P3,0,512000000,8.871744,4.960184
decompression_query,zstd,Telco-TOTAL_MINS_P3,0,512000000,23.874624,7.59336
decompression_query,Deflate,Telco-TOTAL_MINS_P3,0,512000000,70.551071,4.019897
decompression_query,GDeflate,Telco-TOTAL_MINS_P3,0,512000000,19.732737,3.970584
decompression_query,Snappy,Telco-TOTAL_MINS_P3,0,512000000,9.4488,4.896347
decompression_query,Thrust,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,7.15872,1.0
decompression_query,ALP,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,0.910656,4.840597
decompression_query,GALP,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,0.47312,4.500225
decompression_query,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,9.524352,3.875781
decompression_query,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,9.779488,3.799601
decompression_query,LZ4,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,8.205536,4.025205
decompression_query,zstd,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,23.572992,5.086579
decompression_query,Deflate,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,69.841858,3.292802
decompression_query,GDeflate,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,19.928673,3.259628
decompression_query,Snappy,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,8.292352,3.669388
decompression_query,Thrust,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,6.925088,1.0
decompression_query,ALP,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,0.974848,4.196543
decompression_query,GALP,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,0.45312,3.938304
decompression_query,Bitcomp,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,9.950464,3.772757
decompression_query,BitcompSparse,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,9.623264,3.723262
decompression_query,LZ4,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,8.393568,3.856527
decompression_query,zstd,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,24.29216,4.713712
decompression_query,Deflate,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,69.971069,3.176819
decompression_query,GDeflate,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,19.940031,3.145914
decompression_query,Snappy,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,7.579776,3.496432
decompression_query,Thrust,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,7.325952,1.0
decompression_query,ALP,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,1.666048,6.067426
decompression_query,GALP,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,0.762784,5.542022
decompression_query,Bitcomp,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,9.96432,4.104114
decompression_query,BitcompSparse,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,9.57536,5.161073
decompression_query,LZ4,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,7.018944,5.768736
decompression_query,zstd,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,24.174591,8.016844
decompression_query,Deflate,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,68.301476,4.422294
decompression_query,GDeflate,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,19.739807,4.362856
decompression_query,Snappy,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,10.374144,5.365647
decompression_query,Thrust,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,7.275904,1.0
decompression_query,ALP,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,1.299296,3.264164
decompression_query,GALP,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,0.506528,3.105763
decompression_query,Bitcomp,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,9.818816,3.89606
decompression_query,BitcompSparse,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,9.620928,3.829719
decompression_query,LZ4,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,7.917216,3.926014
decompression_query,zstd,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,23.059361,4.727299
decompression_query,Deflate,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,69.893379,3.154675
decompression_query,GDeflate,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,20.071968,3.1242
decompression_query,Snappy,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,7.697344,3.627063
decompression_query,Thrust,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,6.892032,1.0
decompression_query,ALP,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,0.398496,8.818686
decompression_query,GALP,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,0.376544,7.750701
decompression_query,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,9.570496,4.093601
decompression_query,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,9.574592,4.072447
decompression_query,LZ4,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,9.37904,5.005672
decompression_query,zstd,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,23.733025,8.829168
decompression_query,Deflate,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,69.596512,4.657409
decompression_query,GDeflate,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,19.80736,4.591445
decompression_query,Snappy,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,13.738944,5.004952
decompression_query,Thrust,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,6.863712,1.0
decompression_query,ALP,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,1.35488,3.485893
decompression_query,GALP,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,0.506912,3.305834
decompression_query,Bitcomp,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,9.724224,3.907787
decompression_query,BitcompSparse,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,9.468352,3.860427
decompression_query,LZ4,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,8.3912,4.12987
decompression_query,zstd,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,23.947584,5.095295
decompression_query,Deflate,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,69.68541,3.305625
decompression_query,GDeflate,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,19.659424,3.272187
decompression_query,Snappy,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,8.7096,3.795222
decompression_query,Thrust,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,6.815136,1.0
decompression_query,ALP,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,0.447712,11.705536
decompression_query,GALP,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,0.368768,9.895634
decompression_query,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,9.794976,5.58702
decompression_query,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,9.90912,5.887574
decompression_query,LZ4,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,10.133568,5.523887
decompression_query,zstd,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,21.508097,14.131587
decompression_query,Deflate,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,68.923645,5.63901
decompression_query,GDeflate,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,19.785601,5.542743
decompression_query,Snappy,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,10.799264,7.080039
decompression_query,Thrust,CommonGovernment-nongsadollar,0,512000000,7.340608,1.0
decompression_query,ALP,CommonGovernment-nongsadollar,0,512000000,1.528768,3.404106
decompression_query,GALP,CommonGovernment-nongsadollar,0,512000000,0.58784,3.232189
decompression_query,Bitcomp,CommonGovernment-nongsadollar,0,512000000,9.640992,3.843817
decompression_query,BitcompSparse,CommonGovernment-nongsadollar,0,512000000,9.6944,3.832361
decompression_query,LZ4,CommonGovernment-nongsadollar,0,512000000,7.826784,3.993178
decompression_query,zstd,CommonGovernment-nongsadollar,0,512000000,23.534817,5.251739
decompression_query,Deflate,CommonGovernment-nongsadollar,0,512000000,67.968094,3.362527
decompression_query,GDeflate,CommonGovernment-nongsadollar,0,512000000,20.086432,3.32809
decompression_query,Snappy,CommonGovernment-nongsadollar,0,512000000,8.733088,3.851975
decompression_query,Thrust,CommonGovernment-baseandalloptionsvalue,0,512000000,6.829216,1.0
decompression_query,ALP,CommonGovernment-baseandalloptionsvalue,0,512000000,1.59152,2.878314
decompression_query,GALP,CommonGovernment-baseandalloptionsvalue,0,512000000,0.660096,2.754437
decompression_query,Bitcomp,CommonGovernment-baseandalloptionsvalue,0,512000000,9.75792,3.230572
decompression_query,BitcompSparse,CommonGovernment-baseandalloptionsvalue,0,512000000,9.7032,3.241279
decompression_query,LZ4,CommonGovernment-baseandalloptionsvalue,0,512000000,6.938592,3.595583
decompression_query,zstd,CommonGovernment-baseandalloptionsvalue,0,512000000,24.928543,4.456701
decompression_query,Deflate,CommonGovernment-baseandalloptionsvalue,0,512000000,69.777565,3.031061
decompression_query,GDeflate,CommonGovernment-baseandalloptionsvalue,0,512000000,19.940607,3.003049
decompression_query,Snappy,CommonGovernment-baseandalloptionsvalue,0,512000000,9.575424,3.353108
decompression_query,Thrust,CityMaxCapita-LPF,0,512000000,7.251712,1.0
decompression_query,ALP,CityMaxCapita-LPF,0,512000000,0.571168,7.326129
decompression_query,GALP,CityMaxCapita-LPF,0,512000000,0.400064,6.573639
decompression_query,Bitcomp,CityMaxCapita-LPF,0,512000000,9.647584,4.827895
decompression_query,BitcompSparse,CityMaxCapita-LPF,0,512000000,9.832512,4.592646
decompression_query,LZ4,CityMaxCapita-LPF,0,512000000,9.067424,5.692065
decompression_query,zstd,CityMaxCapita-LPF,0,512000000,22.441631,8.784645
decompression_query,Deflate,CityMaxCapita-LPF,0,512000000,70.792732,3.778696
decompression_query,GDeflate,CityMaxCapita-LPF,0,512000000,19.868544,3.735058
decompression_query,Snappy,CityMaxCapita-LPF,0,512000000,11.448256,5.064226
decompression_query,Thrust,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,7.207232,1.0
decompression_query,ALP,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,0.456992,13.258706
decompression_query,GALP,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,0.369376,10.983321
decompression_query,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,9.55328,6.788469
decompression_query,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,9.76496,6.615473
decompression_query,LZ4,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,8.249216,8.522972
decompression_query,zstd,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,20.617599,16.543314
decompression_query,Deflate,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,68.936958,5.663578
decompression_query,GDeflate,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,19.747393,5.566505
decompression_query,Snappy,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,9.754304,7.821031
decompression_query,Thrust,Telco-TOTAL_MINS_P1,0,512000000,6.924224,1.0
decompression_query,ALP,Telco-TOTAL_MINS_P1,0,512000000,0.97664,5.154642
decompression_query,GALP,Telco-TOTAL_MINS_P1,0,512000000,0.457824,4.770426
decompression_query,Bitcomp,Telco-TOTAL_MINS_P1,0,512000000,9.716928,4.224782
decompression_query,BitcompSparse,Telco-TOTAL_MINS_P1,0,512000000,9.776192,4.141121
decompression_query,LZ4,Telco-TOTAL_MINS_P1,0,512000000,8.585728,4.22442
decompression_query,zstd,Telco-TOTAL_MINS_P1,0,512000000,23.652992,5.663174
decompression_query,Deflate,Telco-TOTAL_MINS_P1,0,512000000,69.78138,3.462033
decompression_query,GDeflate,Telco-TOTAL_MINS_P1,0,512000000,19.733696,3.42538
decompression_query,Snappy,Telco-TOTAL_MINS_P1,0,512000000,8.32528,4.003698
decompression_query,Thrust,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,6.86448,1.0
decompression_query,ALP,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,0.805472,6.352404
decompression_query,GALP,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,0.426112,5.77882
decompression_query,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,9.38688,4.925203
decompression_query,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,9.3448,4.903872
decompression_query,LZ4,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,8.3096,4.900857
decompression_query,zstd,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,23.896959,7.385605
decompression_query,Deflate,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,70.461662,3.99303
decompression_query,GDeflate,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,19.728384,3.944349
decompression_query,Snappy,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,9.311424,4.855219
decompression_query,Thrust,PanCreactomy1-LINE_SRVC_CNT,0,512000000,6.843232,1.0
decompression_query,ALP,PanCreactomy1-LINE_SRVC_CNT,0,512000000,0.46336,8.944044
decompression_query,GALP,PanCreactomy1-LINE_SRVC_CNT,0,512000000,0.38032,7.847369
decompression_query,Bitcomp,PanCreactomy1-LINE_SRVC_CNT,0,512000000,9.844576,3.304709
decompression_query,BitcompSparse,PanCreactomy1-LINE_SRVC_CNT,0,512000000,9.595744,3.308969
decompression_query,LZ4,PanCreactomy1-LINE_SRVC_CNT,0,512000000,10.253664,4.383613
decompression_query,zstd,PanCreactomy1-LINE_SRVC_CNT,0,512000000,26.278816,8.03636
decompression_query,Deflate,PanCreactomy1-LINE_SRVC_CNT,0,512000000,68.864128,4.365154
decompression_query,GDeflate,PanCreactomy1-LINE_SRVC_CNT,0,512000000,19.421152,4.307424
decompression_query,Snappy,PanCreactomy1-LINE_SRVC_CNT,0,512000000,13.2168,4.739031
decompression_query,Thrust,CMSprovider-LINE_SRVC_CNT,0,512000000,6.908576,1.0
decompression_query,ALP,CMSprovider-LINE_SRVC_CNT,0,512000000,0.456064,9.197452
decompression_query,GALP,CMSprovider-LINE_SRVC_CNT,0,512000000,0.399552,8.041768
decompression_query,Bitcomp,CMSprovider-LINE_SRVC_CNT,0,512000000,9.826336,3.307114
decompression_query,BitcompSparse,CMSprovider-LINE_SRVC_CNT,0,512000000,9.702944,3.317426
decompression_query,LZ4,CMSprovider-LINE_SRVC_CNT,0,512000000,10.746304,4.373352
decompression_query,zstd,CMSprovider-LINE_SRVC_CNT,0,512000000,25.757153,8.144393
decompression_query,Deflate,CMSprovider-LINE_SRVC_CNT,0,512000000,69.007744,4.369495
decompression_query,GDeflate,CMSprovider-LINE_SRVC_CNT,0,512000000,19.842625,4.311616
decompression_query,Snappy,CMSprovider-LINE_SRVC_CNT,0,512000000,13.059936,4.766189
decompression_query,Thrust,Telco-CHRGD_REV_P1,0,512000000,7.257696,1.0
decompression_query,ALP,Telco-CHRGD_REV_P1,0,512000000,0.748896,5.908584
decompression_query,GALP,Telco-CHRGD_REV_P1,0,512000000,0.428384,5.409198
decompression_query,Bitcomp,Telco-CHRGD_REV_P1,0,512000000,9.74736,4.270726
decompression_query,BitcompSparse,Telco-CHRGD_REV_P1,0,512000000,9.667136,4.201351
decompression_query,LZ4,Telco-CHRGD_REV_P1,0,512000000,8.331872,4.440453
decompression_query,zstd,Telco-CHRGD_REV_P1,0,512000000,22.920799,6.229939
decompression_query,Deflate,Telco-CHRGD_REV_P1,0,512000000,69.925026,3.653943
decompression_query,GDeflate,Telco-CHRGD_REV_P1,0,512000000,19.97888,3.613134
decompression_query,Snappy,Telco-CHRGD_REV_P1,0,512000000,9.775424,4.173035
decompression_query,Thrust,Telco-ONNET_MINS_P3,0,512000000,7.193408,1.0
decompression_query,ALP,Telco-ONNET_MINS_P3,0,512000000,0.794624,6.514666
decompression_query,GALP,Telco-ONNET_MINS_P3,0,512000000,0.42032,5.912793
decompression_query,Bitcomp,Telco-ONNET_MINS_P3,0,512000000,9.81392,5.017866
decompression_query,BitcompSparse,Telco-ONNET_MINS_P3,0,512000000,9.605504,5.107304
decompression_query,LZ4,Telco-ONNET_MINS_P3,0,512000000,8.522752,5.312834
decompression_query,zstd,Telco-ONNET_MINS_P3,0,512000000,23.507681,8.709523
decompression_query,Deflate,Telco-ONNET_MINS_P3,0,512000000,70.387871,4.235935
decompression_query,GDeflate,Telco-ONNET_MINS_P3,0,512000000,19.760096,4.181199
decompression_query,Snappy,Telco-ONNET_MINS_P3,0,512000000,10.81216,5.347264
decompression_query,Thrust,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,7.263776,1.0
decompression_query,ALP,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,1.51104,3.584565
decompression_query,GALP,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,0.621792,3.394446
decompression_query,Bitcomp,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,9.684832,3.355484
decompression_query,BitcompSparse,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,9.772608,3.277887
decompression_query,LZ4,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,8.29312,3.993187
decompression_query,zstd,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,26.458431,5.641759
